job_id,company,title,priority_v2,role_family,seniority,location,verdict,reason
cohere_member_of_technical_staff_senior_staff_mle_86b305e5,Cohere,"Member of Technical Staff, Senior/Staff MLE",47.8,post_training,,San Francisco,DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
cohere_staff_software_engineer_inference_infrastructure_41f23dad,Cohere,"Staff Software Engineer, Inference Infrastructure",46.5,agent_reasoning,,San Francisco,KEEP_STRETCH,
cohere_site_reliability_engineer_inference_infrastructure_8b6696e1,Cohere,"Site Reliability Engineer, Inference Infrastructure",45.0,agent_reasoning,,Toronto,EXCLUDE_NOT_TARGET,sre_infra_ops
cohere_senior_software_engineer_agent_infrastructure_70664617,Cohere,"Senior Software Engineer, Agent Infrastructure",49.6,agent_reasoning,,Toronto,EXCLUDE_NON_US,location
cohere_senior_security_operations_engineer_9dddbce5,Cohere,Senior Security Operations Engineer,42.4,agent_reasoning,,Toronto,EXCLUDE_NON_US,location
cohere_data_engineer_data_foundations_9baccd88,Cohere,"Data Engineer, Data Foundations",44.3,agent_reasoning,,New York,EXCLUDE_NOT_TARGET,data_eng
cohere_lead_member_of_technical_staff_inference_infrastructure_5806a521,Cohere,"Lead Member of Technical Staff, Inference Infrastructure",44.8,agent_reasoning,,San Francisco,KEEP_STRETCH,
cohere_software_engineer_data_infrastructure_6aa3cb2b,Cohere,"Software Engineer, Data Infrastructure",43.2,agent_reasoning,,New York,KEEP_STRETCH,
cohere_senior_research_engineer_safety_tooling_and_data_2d4d224f,Cohere,Senior Research Engineer - Safety Tooling and Data,51.4,agent_reasoning,,New York,KEEP_STRETCH,
li_character_ai_research_engineer_post_training_all_indu_3813454490,Character.AI,"Research Engineer, Post-Training (All Industry Levels)",48.9,post_training,unknown,San Francisco Bay Area (Hybrid),DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
li_boson_ai_member_of_technical_staff_agent_platform_4266777241,Boson AI,Member of Technical Staff - Agent Platform (Agent OS),48.5,agent_reasoning,staff,"Santa Clara, CA (On-site)",EXCLUDE_SENIORITY,designation:staff
li_distyl_applied_ai_researcher_post_training_4315267558,Distyl,"Applied AI Researcher, Post-Training",59.1,post_training,unknown,"San Francisco, CA (Hybrid)",DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
li_distyl_applied_ai_researcher_system_self_constr_4315273495,Distyl,"Applied AI Researcher, System Self-Construction",44.2,agentic_ai,unknown,"San Francisco, CA (Hybrid)",KEEP_STRETCH,
li_distyl_applied_ai_researcher_benchmarking_4315277457,Distyl,"Applied AI Researcher, Benchmarking",45.7,agent_reasoning,unknown,"San Francisco, CA",KEEP_STRETCH,
li_distyl_applied_ai_researcher_system_discovery_4315279413,Distyl,"Applied AI Researcher, System Discovery",47.1,agent_reasoning,unknown,"New York, NY (Hybrid)",KEEP_STRETCH,
li_cartesia_researcher_post_training_4317542784,Cartesia,"Researcher, Post Training",47.4,post_training,unknown,"San Francisco, CA (On-site)",DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
li_perplexity_member_of_technical_staff_ai_researcher_4322223560,Perplexity,Member of Technical Staff (AI Researcher),51.7,post_training,staff,"Palo Alto, CA (On-site)",EXCLUDE_SENIORITY,designation:staff
li_abaka_ai_machine_learning_engineer_4341002791,Abaka AI,Machine Learning Engineer,50.7,agent_reasoning,unknown,"Palo Alto, CA (Hybrid)",KEEP_STRETCH,
li_westfield_insurance_ai_engineer_4369653092,Westfield Insurance,AI Engineer,43.6,agentic_ai,unknown,"Westfield Center, OH",EXCLUDE_NON_US,location
li_zoom_research_scientist_ai_incubation_4370864081,Zoom,Research Scientist - AI Incubation,57.2,post_training,unknown,"Seattle, WA",DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
li_hockeystack_ai_engineer_4387803752,HockeyStack,AI Engineer,45.6,agentic_ai,unknown,"San Francisco, CA (On-site)",KEEP_STRETCH,
li_rex_zone_ai_research_scientist_united_states_remo_4388395390,Rex.zone,"AI Research Scientist (United States, Remote)",46.1,post_training,unknown,United States,DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
li_hippocratic_ai_agent_deployment_engineer_residency_prog_4389798215,Hippocratic AI,Agent Deployment Engineer (Residency Program),44.9,agentic_ai,unknown,"Palo Alto, CA (On-site)",KEEP_STRETCH,
li_nvidia_senior_research_engineer_autonomous_vehi_4395476249,NVIDIA,Senior Research Engineer - Autonomous Vehicles,40.7,post_training,senior,"Santa Clara, CA",EXCLUDE_NON_US,location
li_biohub_research_engineer_ai_4398462870,Biohub,"Research Engineer, AI",52.1,post_training,unknown,"New York, NY (Hybrid)",DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
li_general_motors_ai_agent_engineer_4399791760,General Motors,AI Agent Engineer,43.3,agentic_ai,unknown,"Austin, TX",KEEP_STRETCH,
li_gamma_ai_engineer_4403252857,Gamma,AI Engineer,40.5,agent_reasoning,unknown,"San Francisco, CA",KEEP_STRETCH,
li_microsoft_senior_researcher_agentic_ai_microsoft_r_4409906845,Microsoft,Senior Researcher - Agentic AI - Microsoft Research AI Frontiers,52.9,post_training,senior,"Redmond, WA (Hybrid)",DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
li_anduril_industries_machine_learning_research_engineer_4410781418,Anduril Industries,Machine Learning Research Engineer,44.2,agentic_ai,unknown,"Washington, DC",KEEP_STRETCH,
li_bandwidth_inc_ai_engineer_research_development_4416598983,Bandwidth Inc.,AI Engineer (Research & Development),50.0,agentic_ai,unknown,"Raleigh, NC (On-site)",EXCLUDE_NON_US,location
li_hebbia_applied_research_engineer_agents_4416680839,Hebbia,"Applied Research Engineer, Agents",52.5,agent_reasoning,unknown,"San Francisco, CA (On-site)",KEEP_STRETCH,
li_openai_applied_ai_engineer_codex_core_agent_4416739416,OpenAI,"Applied AI Engineer, Codex Core Agent",50.7,agentic_ai,unknown,"New York, NY",KEEP_STRETCH,
li_openai_research_engineer_4417158991,OpenAI,Research Engineer,41.5,applied_ml,unknown,"San Francisco, CA",KEEP_STRETCH,
li_openai_machine_learning_engineer_integrity_4417159976,OpenAI,"Machine Learning Engineer, Integrity",46.0,post_training,unknown,"San Francisco, CA (On-site)",DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
li_openai_research_engineer_codex_4417166196,OpenAI,"Research Engineer, Codex",67.0,post_training,unknown,"San Francisco, CA (On-site)",DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
li_benchling_agentic_ai_engineer_4418470446,Benchling,Agentic AI Engineer,52.5,agentic_ai,unknown,"San Francisco, CA (Hybrid)",KEEP_STRETCH,
li_adobe_senior_applied_scientist_4418514625,Adobe,Senior Applied Scientist,48.0,post_training,senior,"San Jose, CA",DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
li_drata_applied_ai_engineer_4419447633,Drata,Applied AI Engineer,47.9,agent_reasoning,unknown,"San Francisco, CA",KEEP_STRETCH,
li_unconventional_ai_ai_systems_language_reasoning_models_4420164179,Unconventional AI,"AI Systems, Language & Reasoning Models",41.7,agent_reasoning,unknown,"Mountain View, CA",KEEP_STRETCH,
li_deloitte_research_engineer_post_training_small_la_4427044959,Deloitte,"Research Engineer — Post-Training & Small Language Models (SLMs), Healthcare AI",71.1,post_training,unknown,"Costa Mesa, CA (Hybrid)",APPLY_NOW_ENDORSED,user-picked; referral-backed
li_distyl_ai_engineer_4427879619,Distyl,AI Engineer,42.9,eval_inference,unknown,"New York, NY",KEEP_STRETCH,
li_nextgen_federal_systems_application_agentic_ai_engineer_4428886430,NextGen Federal Systems,Application/Agentic AI Engineer,50.9,agentic_ai,unknown,"Aberdeen, MD (On-site)",EXCLUDE_NON_US,location
li_gap_international_ai_llm_engineer_4434035022,Gap International,AI/LLM Engineer,46.8,agentic_ai,unknown,Greater Philadelphia (On-site),EXCLUDE_NON_US,location
li_amd_forward_deployed_ai_research_scientist_4434583387,AMD,Forward Deployed AI Research Scientist,55.2,agentic_ai,unknown,"Santa Clara, CA",EXCLUDE_NON_US,location
li_hasbro_applied_ai_engineer_4436372606,Hasbro,Applied AI Engineer,43.9,agentic_ai,unknown,"Boston, MA (Hybrid)",KEEP_STRETCH,
li_vast_ai_ai_agent_researcher_4436475694,Vast.ai,AI Agent Researcher,41.0,agent_reasoning,unknown,"San Francisco, CA (On-site)",KEEP_STRETCH,
li_taxbit_agentic_ai_engineer_4436886602,Taxbit,Agentic AI Engineer,52.2,agentic_ai,unknown,"Seattle, WA",KEEP_STRETCH,
li_qualcomm_ai_researcher_on_device_llm_efficiency_4437046937,Qualcomm,"AI Researcher, On-Device LLM Efficiency",47.2,agent_reasoning,unknown,"San Diego, CA",EXCLUDE_NON_US,location
li_lenovo_advisory_ai_prototyping_engineer_4437084478,Lenovo,Advisory AI Prototyping Engineer,45.9,agentic_ai,unknown,"North Carolina, United States",KEEP_STRETCH,
li_whatnot_llm_platform_engineer_4437900104,Whatnot,LLM Platform Engineer,42.3,eval_inference,unknown,"Los Angeles, CA",EXCLUDE_NON_US,location
li_intuit_ai_scientist_2_4438206154,Intuit,AI Scientist 2,41.2,agentic_ai,unknown,"Atlanta, GA (On-site)",KEEP_STRETCH,
li_cisco_applied_ai_scientist_4438604729,Cisco,Applied AI Scientist,46.8,eval_inference,unknown,"Bellevue, WA",KEEP_STRETCH,
li_lenovo_ai_modeling_specialist_engineer_4440777564,Lenovo,AI Modeling Specialist Engineer,47.6,agentic_ai,unknown,"North Carolina, United States",KEEP_STRETCH,
li_arcadia_forward_deployed_engineer_ai_agents_4443795896,Arcadia,Forward Deployed Engineer (AI Agents),45.8,agentic_ai,unknown,"San Francisco, CA (Hybrid)",KEEP_STRETCH,
li_microsoft_ai_senior_language_engineer_4444173909,Microsoft AI,Senior Language Engineer,40.1,eval_inference,senior,"Redmond, WA",KEEP_STRETCH,senior_title_soft_flag
li_perplexity_member_of_technical_staff_ai_software_en_4444619270,Perplexity,"Member of Technical Staff (AI Software Engineer, Agents)",45.6,post_training,staff,"San Francisco, CA (On-site)",EXCLUDE_SENIORITY,designation:staff
li_echostar_corporation_agentic_ai_engineer_ii_4444653399,EchoStar Corporation,Agentic AI Engineer II,50.9,agent_reasoning,unknown,"San Mateo, CA (On-site)",EXCLUDE_NON_US,location
li_lucas_james_talent_partners_ai_research_engineer_nlp_4445178021,Lucas James Talent Partners,AI Research Engineer - NLP,36.4,eval_inference,unknown,"Evanston, IL (Remote)",KEEP_STRETCH,
li_google_senior_research_engineer_4445192971,Google,Senior Research Engineer,43.8,applied_ml,senior,"New York, NY",KEEP_STRETCH,senior_title_soft_flag
li_lg_electronics_north_america_ai_researcher_efficient_ai_contractor_4445210572,LG Electronics North America,AI Researcher - Efficient AI (Contractor),56.6,post_training,unknown,"Santa Clara, CA",EXCLUDE_NON_US,location
li_finastra_senior_ai_engineer_4445233762,Finastra,Senior AI Engineer,48.0,agentic_ai,senior,"Atlanta, GA",KEEP_STRETCH,senior_title_soft_flag
li_luma_research_scientist_engineer_reinforcemen_4445276729,Luma,Research Scientist / Engineer – Reinforcement Learning Infrastructure,57.7,post_training,unknown,"Redwood City, CA (Hybrid)",EXCLUDE_NON_US,location
li_lyft_staff_applied_scientist_4445643997,Lyft,Staff Applied Scientist,39.9,eval_inference,staff,"San Francisco County, CA (Hybrid)",EXCLUDE_SENIORITY,designation:staff
li_abridge_software_engineer_generative_ai_4446557716,Abridge,"Software Engineer, Generative AI",51.3,agent_reasoning,unknown,"San Francisco, CA",KEEP_STRETCH,
li_microsoft_senior_language_engineer_4446755595,Microsoft,Senior Language Engineer,39.4,eval_inference,senior,"Redmond, WA",KEEP_STRETCH,senior_title_soft_flag
li_gradial_applied_ai_engineer_4446828683,Gradial,Applied AI Engineer,47.5,post_training,unknown,"Seattle, WA",DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
li_sage_care_software_engineer_ai_research_prototypin_4446845111,Sage Care,"Software Engineer, AI Research & Prototyping",46.5,agent_reasoning,unknown,"Palo Alto, CA (Hybrid)",KEEP_STRETCH,
li_duolingo_senior_ai_research_engineer_4446860126,Duolingo,Senior AI Research Engineer,46.8,eval_inference,senior,"New York, NY",KEEP_STRETCH,senior_title_soft_flag
li_perplexity_member_of_technical_staff_model_behavior_4446947567,Perplexity,Member of Technical Staff (Model Behavior),35.2,agent_reasoning,staff,"San Francisco, CA",EXCLUDE_SENIORITY,designation:staff
li_roku_software_engineer_embedded_agentic_ai_4447079400,Roku,"Software Engineer, Embedded Agentic AI",53.5,agentic_ai,unknown,"San Jose, CA",KEEP_STRETCH,
li_oracle_senior_applied_scientist_4447214228,Oracle,Senior Applied Scientist,53.5,agent_reasoning,senior,"Seattle, WA",KEEP_STRETCH,senior_title_soft_flag
li_infosys_agentic_ai_engineer_4451703401,Infosys,Agentic AI Engineer,46.8,agentic_ai,unknown,"Austin, TX",KEEP_STRETCH,
li_amazon_science_applied_scientist_foundation_models_sso_4452841913,Amazon Science,"Applied Scientist -- Foundation Models, SSO",52.0,agentic_ai,unknown,"Santa Clara, CA",EXCLUDE_NON_US,location
li_bosch_usa_ai_research_engineer_agentic_ai_4452862947,Bosch USA,AI Research Engineer – Agentic AI,48.9,agent_reasoning,unknown,"Sunnyvale, CA",KEEP_STRETCH,
li_harrison_clarke_ai_engineer_san_francisco_250k_equity_4453127592,Harrison Clarke,AI Engineer | San Francisco | $250k + equity,40.9,agentic_ai,unknown,San Francisco Bay Area,KEEP_STRETCH,
li_langchain_research_engineer_langsmith_engine_4453736138,LangChain,"Research Engineer, LangSmith Engine",61.3,post_training,unknown,"New York, NY (On-site)",DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
li_clay_machine_learning_engineer_4453784407,Clay,Machine Learning Engineer,38.7,eval_inference,unknown,"San Francisco, CA",KEEP_STRETCH,
li_clay_software_engineer_applied_ai_4453795302,Clay,"Software Engineer, Applied AI",48.2,agentic_ai,unknown,New York City Metropolitan Area (Hybrid),KEEP_STRETCH,
li_scalr_ai_engineer_4454196842,scalr,AI Engineer,41.1,post_training,unknown,San Francisco Bay Area,DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
li_google_research_scientist_google_research_4454249590,Google,"Research Scientist, Google Research",44.1,post_training,unknown,"Mountain View, CA",DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
li_the_intersect_group_artificial_intelligence_engineer_4454418767,The Intersect Group,Artificial Intelligence Engineer,39.1,agentic_ai,unknown,Atlanta Metropolitan Area (Hybrid),KEEP_STRETCH,
li_ema_ai_resident_4454664077,Ema,AI Resident,59.5,post_training,entry,San Francisco Bay Area,DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
li_crowe_machine_learning_engineer_4454809440,Crowe,Machine Learning Engineer,41.2,agent_reasoning,unknown,"San Francisco, CA",KEEP_STRETCH,
li_cinder_ai_engineer_4454853028,Cinder,AI Engineer,44.5,agentic_ai,unknown,"New York, NY",KEEP_STRETCH,
li_zep_ai_member_of_technical_staff_research_4454944213,Zep AI,Member of Technical Staff: Research,42.1,agentic_ai,staff,"San Francisco, CA",EXCLUDE_SENIORITY,designation:staff
li_hug_machine_learning_researcher_4455299515,HUG,Machine Learning Researcher,35.4,eval_inference,unknown,"New York, United States",KEEP_STRETCH,
li_cerebro_ai_research_scientist_evals_4455725651,Cerebro,AI Research scientist - Evals,48.2,agent_reasoning,unknown,San Francisco Bay Area,KEEP_STRETCH,
li_amazon_member_of_technical_staff_artificial_gen_4455905140,Amazon,"Member of Technical Staff, Artificial General Intelligence",44.1,post_training,staff,"Sunnyvale, CA",EXCLUDE_SENIORITY,designation:staff
li_amazon_web_services_aws_applied_scientist_foundation_models_sso_4455906121,Amazon Web Services (AWS),"Applied Scientist -- Foundation Models, SSO",52.0,agentic_ai,unknown,"Santa Clara, CA",EXCLUDE_NON_US,location
li_microsoft_ai_member_of_technical_staff_post_training_4455972884,Microsoft AI,Member of Technical Staff - Post Training,49.7,post_training,staff,"Redmond, WA",EXCLUDE_SENIORITY,designation:staff
li_google_deepmind_research_engineer_agi_safety_and_alignme_4456002537,Google DeepMind,"Research Engineer, AGI Safety and Alignment, DeepMind",44.1,post_training,unknown,"San Francisco, CA (On-site)",DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
li_genia_generative_ai_engineer_scientist_us_4456166223,Genia,Generative AI Engineer / Scientist (US),48.8,post_training,unknown,"Los Angeles, CA",EXCLUDE_NON_US,location
li_sanas_member_of_technical_staff_llm_post_train_4456167120,Sanas,"Member of Technical Staff, LLM Post-Training, Applied",54.0,post_training,staff,"Palo Alto, CA",EXCLUDE_SENIORITY,designation:staff
li_google_senior_research_scientist_google_researc_4456212434,Google,"Senior Research Scientist, Google Research",44.9,post_training,senior,"Mountain View, CA",DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
li_fireworks_ai_mts_research_engineer_4456411142,Fireworks AI,"MTS, Research Engineer",49.3,agent_reasoning,unknown,"San Mateo, CA",EXCLUDE_NON_US,location
li_fireworks_ai_member_of_technical_staff_evals_post_tra_4456414109,Fireworks AI,"Member of Technical Staff, Evals & Post-Training Product",46.1,post_training,staff,"San Mateo, CA",EXCLUDE_SENIORITY,designation:staff
li_yara_ai_artificial_intelligence_engineer_4456464748,Yara AI,Artificial Intelligence Engineer,38.2,agentic_ai,unknown,United States (Remote),KEEP_STRETCH,
li_microsoft_applied_scientist_4456728259,Microsoft,Applied Scientist,45.8,agentic_ai,unknown,"Redmond, WA",KEEP_STRETCH,
li_goliath_partners_ai_engineer_4457340733,Goliath Partners,AI Engineer,48.2,agent_reasoning,unknown,San Francisco Bay Area,KEEP_STRETCH,
li_harrison_clarke_ai_agent_builder_4457365575,Harrison Clarke,AI Agent Builder,46.1,agent_reasoning,unknown,"Palo Alto, CA",KEEP_STRETCH,
li_seekr_ai_engineer_scientist_staff_4457387062,Seekr,AI Engineer/Scientist - Staff,45.7,agent_reasoning,staff,"Austin, TX",EXCLUDE_SENIORITY,designation:staff
palo_alto_networks_principal_machine_learning_platform_engineer__4442384138,Palo Alto Networks,Principal Machine Learning Platform Engineer (Prisma AIRS),51.1,applied_ml,principal,"Santa Clara, CA",EXCLUDE_SENIORITY,designation:principal
palo_alto_networks_principal_ai_engineer_enterprise_ai_solutions_4403282708,Palo Alto Networks,Principal AI Engineer - Enterprise AI Solutions,47.1,eval_inference,principal,"Santa Clara, CA",EXCLUDE_NOT_TARGET,ent_solutions
netskope_principal_distinguished_engineer_machine_lear_4410708971,Netskope,"Principal / Distinguished Engineer, Machine Learning",34.9,eval_inference,principal,"Santa Clara, CA",EXCLUDE_SENIORITY,designation:principal
palo_alto_networks_sr_staff_ai_ml_data_scientist_adem_4411531812,Palo Alto Networks,Sr Staff AI-ML Data Scientist (ADEM),52.6,eval_inference,staff,"Santa Clara, CA",EXCLUDE_SENIORITY,designation:staff
palo_alto_networks_staff_sr_staff_ai_engineer_enterprise_ai_solu_4403298114,Palo Alto Networks,Staff/Sr. Staff AI Engineer - Enterprise AI Solutions,45.2,eval_inference,staff,"Santa Clara, CA",EXCLUDE_NOT_TARGET,ent_solutions
palo_alto_networks_senior_principal_ai_software_engineer_it_go_t_4356043671,Palo Alto Networks,Senior Principal AI Software Engineer - IT Go-To-Market & Customer Experience,44.9,eval_inference,principal,"Santa Clara, CA",EXCLUDE_SENIORITY,designation:principal
crowdstrike_engineer_i_data_scientist_new_grad_hybrid_4440194830,CrowdStrike,"Engineer I, Data Scientist - New Grad (Hybrid)",49.8,post_training,entry,"Sunnyvale, CA",DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
crowdstrike_sr_data_scientist_hybrid_4424816374,CrowdStrike,Sr. Data Scientist (Hybrid),49.6,eval_inference,senior,"Sunnyvale, CA",KEEP_STRETCH,senior_title_soft_flag
crowdstrike_sr_data_scientist_applied_ai_ml_4451288269,CrowdStrike,"Sr. Data Scientist, Applied AI/ML",48.5,eval_inference,senior,United States,KEEP_STRETCH,senior_title_soft_flag
crowdstrike_data_scientist_applied_ai_ml_4451274373,CrowdStrike,"Data Scientist, Applied AI/ML",51.0,eval_inference,unknown,United States,KEEP_STRETCH,
crowdstrike_ai_research_scientist_agentic_systems_remote_4425331670,CrowdStrike,"AI Research Scientist, Agentic Systems (Remote)",75.5,post_training,unknown,United States,APPLY_NOW_ENDORSED,user-picked; referral-backed
cisco_ai_research_scientist_ii_full_time_united_sta_4457502830,Cisco,AI Research Scientist II (Full Time)- United States ENG/CPO/AISWP ETR,68.9,eval_inference,unknown,"San Francisco, CA",KEEP_APPLY_READY,
cisco_senior_ai_researcher_4441282015,Cisco,Senior AI Researcher,63.9,eval_inference,senior,"San Francisco, CA",KEEP_APPLY_READY,senior_title_soft_flag
cloudflare_senior_machine_learning_engineer_4433121222,Cloudflare,Senior Machine Learning Engineer,60.1,eval_inference,senior,"Austin, TX",KEEP_APPLY_READY,senior_title_soft_flag
cloudflare_senior_systems_engineer_ai_gateway_4441506047,Cloudflare,"Senior Systems Engineer, AI Gateway",45.9,eval_inference,senior,"Austin, TX",KEEP_STRETCH,senior_title_soft_flag
cloudflare_senior_data_scientist_4429404056,Cloudflare,Senior Data Scientist,44.2,applied_ml,senior,"Austin, TX",KEEP_STRETCH,senior_title_soft_flag
cloudflare_senior_customer_engineer_ai_start_ups_san_fra_4352666531,Cloudflare,Senior Customer Engineer- (AI & Start-Ups). San Francisco only.,46.4,other,senior,"San Francisco, CA",REVIEW_OTHER_FAMILY,unclassified
cloudflare_senior_customer_engineer_ai_start_ups_los_ang_4440499239,Cloudflare,Senior Customer Engineer- (AI & Start-Ups). Los Angeles,44.9,other,senior,"Los Angeles, CA",EXCLUDE_NON_US,location
cloudflare_senior_systems_engineer_workers_ai_4443657083,Cloudflare,"Senior Systems Engineer, Workers AI",41.5,eval_inference,senior,"Austin, TX",KEEP_STRETCH,senior_title_soft_flag
cloudflare_principal_engineer_cloudforce_one_4431547719,Cloudflare,Principal Engineer - Cloudforce One,39.4,agentic_ai,principal,"Austin, TX",EXCLUDE_SENIORITY,designation:principal
spycloud_senior_data_scientist_applied_ml_4448639725,SpyCloud,"Senior Data Scientist, Applied ML",42.5,eval_inference,senior,"Austin, TX",KEEP_STRETCH,senior_title_soft_flag
sentinelone_manager_detection_engineering_rapid_response__4449913107,SentinelOne,"Manager, Detection Engineering (Rapid Response Team)",41.3,other,unknown,United States,REVIEW_OTHER_FAMILY,unclassified
tenex_ai_principal_ai_engineer_4396237693,TENEX.AI,Principal AI Engineer,43.6,eval_inference,principal,"Sarasota, FL",EXCLUDE_SENIORITY,designation:principal
sentinelone_sr_manager_ai_software_engineering_4446386044,SentinelOne,"Sr. Manager, AI Software Engineering",48.1,eval_inference,senior,United States,KEEP_STRETCH,senior_title_soft_flag
sentinelone_principal_ai_engineering_architect_4440938571,SentinelOne,Principal AI Engineering Architect,46.2,applied_ml,principal,United States,EXCLUDE_SENIORITY,designation:principal
tenex_ai_ai_ml_engineer_ii_4422770409,TENEX.AI,AI/ML Engineer II,52.9,eval_inference,unknown,"Sarasota, FL",EXCLUDE_NON_US,location
zscaler_ai_devops_engineer_gh_5208829007,Zscaler,AI DevOps Engineer,39.1,other,unknown,"Remote - USA; San Jose, California, USA",EXCLUDE_NOT_TARGET,sre_infra_ops
zscaler_director_ai_security_specialist_gh_5174757007,Zscaler,"Director, AI Security Specialist",39.1,other,unknown,Remote - USA,REVIEW_OTHER_FAMILY,unclassified
zscaler_principal_ai_security_specialist_benelux_nord_gh_5174743007,Zscaler,"Principal AI Security Specialist, BeNeLux & Nordics",39.1,other,principal,Remote - Netherlands,EXCLUDE_SENIORITY,designation:principal
zscaler_principal_ai_security_specialist_central_gh_5199936007,Zscaler,Principal AI Security Specialist - Central,39.1,other,principal,"Remote - Illinois, USA; Remote - Indiana, USA; Remote - Mich",EXCLUDE_SENIORITY,designation:principal
zscaler_principal_ai_security_specialist_east_gh_5174759007,Zscaler,Principal AI Security Specialist - East,40.1,other,principal,"Remote - Massachusetts, USA; Remote - New Jersey, USA; Remot",EXCLUDE_SENIORITY,designation:principal
zscaler_principal_ai_security_specialist_federal_gh_5174765007,Zscaler,Principal AI Security Specialist - Federal,39.1,other,principal,"McLean, Virginia, USA; Remote - D.C., USA",EXCLUDE_SENIORITY,designation:principal
zscaler_principal_ai_security_specialist_south_gh_5174761007,Zscaler,Principal AI Security Specialist - South,39.1,other,principal,"Remote - Florida, USA; Remote - Georgia, USA; Remote - Tenne",EXCLUDE_SENIORITY,designation:principal
zscaler_principal_ai_security_specialist_uk_i_gh_5174747007,Zscaler,"Principal AI Security Specialist, UK&I",39.1,other,principal,Remote - UK,EXCLUDE_SENIORITY,designation:principal
zscaler_security_architect_agentic_ai_gh_5132492007,Zscaler,"Security Architect, Agentic AI",43.2,agentic_ai,unknown,Remote - USA,KEEP_STRETCH,
zscaler_sr_staff_software_development_engineer_ai_sec_gh_5146138007,Zscaler,"Sr. Staff Software Development Engineer-AI Security (Network, Security, LLM)",40.6,other,staff,"Bellevue, Washington, USA; San Jose, California, USA",EXCLUDE_SENIORITY,designation:staff
zscaler_staff_machine_learning_engineer_data_lake_ano_gh_5114450007,Zscaler,"Staff Machine Learning Engineer - Data Lake, Anomaly Detection",40.6,applied_ml,staff,"San Jose, California, USA",EXCLUDE_SENIORITY,designation:staff
sentinelone_ai_learning_project_manager_contract_gh_7849862003,SentinelOne,AI Learning Project Manager (Contract),42.4,applied_ml,manager,United States - Remote,EXCLUDE_SENIORITY,designation:manager
sentinelone_principal_ai_developer_experience_architect_gh_7702484003,SentinelOne,Principal AI Developer Experience Architect,39.7,agentic_ai,principal,United States - Remote,EXCLUDE_SENIORITY,designation:principal
sentinelone_principal_software_engineer_ai_siem_gh_7814850003,SentinelOne,"Principal Software Engineer, AI SIEM",44.2,applied_ml,principal,United States - Remote,EXCLUDE_SENIORITY,designation:principal
sentinelone_senior_ai_platform_engineer_infrastructure_se_gh_7823236003,SentinelOne,"Senior AI Platform Engineer, Infrastructure Services",46.5,agentic_ai,senior,United States - Remote,KEEP_STRETCH,senior_title_soft_flag
sentinelone_senior_staff_ai_platform_engineer_gh_7805759003,SentinelOne,Senior Staff AI Platform Engineer,46.1,agentic_ai,staff,United States - Remote,EXCLUDE_SENIORITY,designation:staff
sentinelone_senior_staff_forward_deployed_engineer_ai_gh_7800770003,SentinelOne,"Senior Staff Forward Deployed Engineer, AI",41.2,applied_ml,staff,United States - Remote,EXCLUDE_SENIORITY,designation:staff
sentinelone_staff_ai_platform_engineer_gh_7805775003,SentinelOne,Staff AI Platform Engineer,46.1,agentic_ai,staff,United States - Remote,EXCLUDE_SENIORITY,designation:staff
sentinelone_staff_ai_platform_engineer_infrastructure_ser_gh_7823203003,SentinelOne,"Staff AI Platform Engineer, Infrastructure Services",46.5,agentic_ai,staff,United States - Remote,EXCLUDE_SENIORITY,designation:staff
sentinelone_staff_forward_deployed_engineer_ai_gh_7800768003,SentinelOne,"Staff Forward Deployed Engineer, AI",41.2,applied_ml,staff,United States - Remote,EXCLUDE_SENIORITY,designation:staff
fortinet_staff_engineer_ai_agent_orcl_23069,Fortinet,Staff Engineer - AI Agent,39.8,agentic_ai,staff,"Sunnyvale, CA, United States",EXCLUDE_SENIORITY,designation:staff
fortinet_applied_ai_agent_orcl_23077,Fortinet,Applied AI Agent,41.8,agentic_ai,unknown,"Sunnyvale, CA, United States",KEEP_STRETCH,
