job_id,company,title,location,job_url,canonical_application_url,source,date_discovered,date_posted,date_updated,status,fit_score,fit_tier,role_family,seniority,key_requirements,matching_strengths,main_gaps,resume_variant,networking_priority,application_priority,last_checked,notes,full_description_hash,description_file,is_medical_false_positive,company_slug,source_id,stale_flag,last_verified,merged_from,opportunity_level,recommended_action,priority_v2,score_explanation,score_confidence,missing_info,override_reason,last_scored,ats_score,keyword_match_score,keyword_matched,keyword_missing,ats_issues,last_ats_check,review_flag,application_status,audit_verdict,audit_reasons,audit_date,application_ids,referral_contacts,referral_contact_urls,days_since_checked,attention_reasons
ge_vernova_research_scientist_artificial_intelligence_4457549093,GE Vernova,Research Scientist - Artificial Intelligence,"Niskayuna, NY",https://www.linkedin.com/jobs/view/4457549093/,https://www.linkedin.com/jobs/view/4457549093/,linkedin,2026-08-26,,,open,,,,,,,,,,,,linkedin cron sweep 2026-08-26 past-week/24h US guest-api+logged-in; posted 4 days ago,,,,ge_vernova,4457549093,,,,L3/L4 index-only,LOW_PRIORITY,30.1,fit=6.0 research=0.82(+research) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,,,,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
tiktok_research_scientist_4455435918,TikTok,Research Scientist - TikTok E-Commerce Recommendation Foundation,"San Jose, CA (On-site)",https://www.linkedin.com/jobs/view/4455435918/,https://www.linkedin.com/jobs/view/4455435918/,linkedin,2026-08-26,,,open,,,,,,,,,,,,"linkedin cron sweep 2026-08-26 past-week US logged-in+guest; Medical, Vision, Dental, 401(k), +1 benefit",,,,tiktok,4455435918,,,,L3/L4 index-only,LOW_PRIORITY,30.1,fit=6.0 research=0.82(+research) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,,,,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,Goliath Partners,Quantitative Researcher,United States (Remote),/jobs/view/4458283951/,/jobs/view/4458283951/,l2_recommended,2026-08-25,,,open,,,,,,,,,,,,l2_recommended; recommendation_rank=4; flags=thin_jd,,,,goliath_partners,,,,,L3/L4 index-only,LOW_PRIORITY,29.6,fit=4.0 research=0.82(+research) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
li_4447137497,CodeGeniusRecruit,Artificial Intelligence Researcher | Remote,United States (Remote),https://www.linkedin.com/jobs/view/4447137497/,https://www.linkedin.com/jobs/view/4447137497/,linkedin,2026-08-26,,,open,,,,,,,,,,,,sweep=loggedin_l1l2_20260826,,,,codegeniusrecruit,li_4447137497,,,,L3/L4 index-only,LOW_PRIORITY,29.6,fit=4.0 research=0.82(+research) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,pending_fit_audit,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
amd_ml_ai_engineer_4454669834,AMD,ML/AI Engineer,"Santa Clara, CA (Hybrid)",https://www.linkedin.com/jobs/view/4454669834/,https://www.linkedin.com/jobs/view/4454669834/,linkedin,2026-08-23,,2026-08-24,open,,,applied_ml,,,,,,,,,linkedin logged-in sweep 2026-08-23 past-week US,,,,amd,4454669834,,,,L3/L4 index-only,LOW_PRIORITY,29.3,fit=6.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,Vouch Insurance,AI Engineer,"Chicago, IL",https://www.linkedin.com/jobs/view/4456055634/,https://www.linkedin.com/jobs/view/4456055634/,linkedin,2026-08-24,,,open,,,,,,,,,,,,linkedin_sweep:fixture; flags=thin_jd,,,,vouch_insurance,4456055634,,,,L3/L4 index-only,LOW_PRIORITY,29.3,fit=6.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,Sony Interactive Entertainment,AI Engineer,"San Diego, CA (Hybrid)",https://www.linkedin.com/jobs/view/4434524767/,https://www.linkedin.com/jobs/view/4434524767/,linkedin,2026-08-24,,,open,,,,,,,,,,,,linkedin_sweep:fixture; flags=thin_jd,,,,sony_interactive_entertainment,4434524767,,,,L3/L4 index-only,LOW_PRIORITY,29.3,fit=6.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
amazon_web_services_aws_applied_scientist_aws_quick_4455982826,Amazon Web Services (AWS),"Applied Scientist, AWS Quick","Santa Clara, CA",https://www.linkedin.com/jobs/view/4455982826/,https://www.linkedin.com/jobs/view/4455982826/,linkedin,2026-08-24,,,open,,,,,,,,,,,,linkedin guest sweep 2026-08-24 past-week US; 5 days ago,,,,amazon_web_services_aws,4455982826,,,,L3/L4 index-only,LOW_PRIORITY,29.3,fit=6.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,EarnIn,AI Builder,"Mountain View, CA (Hybrid)",https://www.linkedin.com/jobs/view/4430703007/,https://www.linkedin.com/jobs/view/4430703007/,linkedin,2026-08-24,,,open,,,,,,,,,,,,linkedin_sweep:fixture; flags=thin_jd,,,,earnin,4430703007,,,,L3/L4 index-only,LOW_PRIORITY,28.8,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,"Qventus, Inc",AI Tooling Engineer,"San Francisco, CA (On-site)",https://www.linkedin.com/jobs/view/4438133436/,https://www.linkedin.com/jobs/view/4438133436/,linkedin,2026-08-24,,,open,,,,,,,,,,,,linkedin_sweep:fixture; flags=thin_jd,,,,qventus_inc,4438133436,,,,L3/L4 index-only,LOW_PRIORITY,28.8,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
yara_ai_artificial_intelligence_engineer_4456464748,Yara AI,Artificial Intelligence Engineer,United States (Remote),https://www.linkedin.com/jobs/view/4456464748/,https://www.linkedin.com/jobs/view/4456464748/,linkedin,2026-08-24,,,open,,,,,,,,,,,,linkedin logged-in sweep 2026-08-24 past-week US; salary=$150K,,,,yara_ai,4456464748,,,,L3/L4 index-only,LOW_PRIORITY,28.8,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
lululemon_applied_ai_ml_scientist_4410301671,lululemon,Applied AI/ML Scientist,"Seattle, WA",https://www.linkedin.com/jobs/view/4410301671/,https://www.linkedin.com/jobs/view/4410301671/,linkedin,2026-08-24,,,open,,,,,,,,,,,,linkedin logged-in sweep 2026-08-24 past-week US; query=Applied Scientist AI; Be an early applicant; Posted 23 hours ago,,,,lululemon,4410301671,,,,L3/L4 index-only,LOW_PRIORITY,28.8,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,ŌURA,"Senior ML Data Scientist, Health Sensing",United States (Remote),/jobs/view/4456500607/,/jobs/view/4456500607/,l2_recommended,2026-08-25,,,open,,,,,,,,,,,,"l2_recommended; recommendation_rank=12; flags=senior_soft,thin_jd",,,,ura,,,,,L3/L4 index-only,LOW_PRIORITY,28.8,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,Turing,Remote Software Engineer - C++,New York City Metropolitan Area (Remote),/jobs/view/4457164953/,/jobs/view/4457164953/,l2_recommended,2026-08-25,,,open,,,,,,,,,,,,l2_recommended; recommendation_rank=2; flags=thin_jd,,,,turing,,,,,L3/L4 index-only,LOW_PRIORITY,28.8,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,NETSource Consulting Inc.,Workfront & Workfront Fusion Consultant/Developer,United States (Remote),/jobs/view/4457162580/,/jobs/view/4457162580/,l2_recommended,2026-08-25,,,open,,,,,,,,,,,,l2_recommended; recommendation_rank=13; flags=thin_jd,,,,netsource_consulting_inc,,,,,L3/L4 index-only,LOW_PRIORITY,28.8,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
deployed_engineer_forward_4319336681,"Deployed Engineer,",Forward,"Agentic Platform Cohere San Francisco, CA (",https://www.linkedin.com/jobs/view/4319336681/,https://www.linkedin.com/jobs/view/4319336681/,linkedin,2026-08-26,,,open,,,,,,,,,,,,linkedin cron sweep 2026-08-26 past-week/24h US guest-api+logged-in;,,,,deployed_engineer,4319336681,,,,L3/L4 index-only,LOW_PRIORITY,28.8,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,,,,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
technical_staff_member_of_4439136704,"Technical Staff,",Member of,"Machine Learning Sieve San Francisco, CA (",https://www.linkedin.com/jobs/view/4439136704/,https://www.linkedin.com/jobs/view/4439136704/,linkedin,2026-08-26,,,open,,,,,,,,,,,,linkedin cron sweep 2026-08-26 past-week/24h US guest-api+logged-in;,,,,technical_staff,4439136704,,,,L3/L4 index-only,LOW_PRIORITY,28.8,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,,,,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
scientist_human_robot_interaction_senior_applied_4458739728,"Scientist ,","Human-Robot Interaction, Senior Applied","Fauna Amazon New York, NY",https://www.linkedin.com/jobs/view/4458739728/,https://www.linkedin.com/jobs/view/4458739728/,linkedin,2026-08-26,,,open,,,,,,,,,,,,linkedin cron sweep 2026-08-26 past-week/24h US guest-api+logged-in;,,,,scientist,4458739728,,,,L3/L4 index-only,LOW_PRIORITY,28.8,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,,,,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
generative_ai_forward_deployed_engineer_4459116785,(Generative AI),Forward Deployed Engineer,"Tiger Analytics New York, NY (",https://www.linkedin.com/jobs/view/4459116785/,https://www.linkedin.com/jobs/view/4459116785/,linkedin,2026-08-26,,,open,,,,,,,,,,,,linkedin cron sweep 2026-08-26 past-week/24h US guest-api+logged-in;,,,,generative_ai,4459116785,,,,L3/L4 index-only,LOW_PRIORITY,28.8,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,,,,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
fonzi_ai_founding_engineer_4457930216,Fonzi AI,Founding Engineer,New York City Metropolitan Area,https://www.linkedin.com/jobs/view/4457930216/,https://www.linkedin.com/jobs/view/4457930216/,linkedin,2026-08-26,,,open,,,,,,,,,,,,linkedin cron sweep 2026-08-26 past-week US logged-in+guest;,,,,fonzi_ai,4457930216,,,,L3/L4 index-only,LOW_PRIORITY,28.8,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,,,,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
intuit_ai_scientist_2_4438206154,Intuit,AI Scientist 2,"Atlanta, GA (On-site)",https://www.linkedin.com/jobs/view/4438206154/,https://www.linkedin.com/jobs/view/4438206154/,linkedin,2026-08-24,,,open,,,,,,,,,,,,linkedin logged-in sweep 2026-08-24 past-week US; 2 connections work here,,,,intuit,4438206154,,,,L3/L4 index-only,LOW_PRIORITY,28.5,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=1.2['existing_connection_or_referral'] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,pending_fit_audit,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
apex_systems_cybersecurity_analyst_4457017536,Apex Systems,Cybersecurity Analyst,"Denver, CO (On-site)",https://www.linkedin.com/jobs/view/4457017536/,https://www.linkedin.com/jobs/view/4457017536/,linkedin,2026-08-26,,,open,,,,,,,,,,,,"linkedin logged-in cron sweep 2026-08-26 past-week US assoc/mid-senior; $88/hr - $93/hr · 401(k), +1 benefit",,,,apex_systems,4457017536,,,,L3/L4 index-only,LOW_PRIORITY,28.5,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=1.2['security_domain_relevance'] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,,,,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
ntt_data_north_america_ai_experience_engineer_4447079400,NTT DATA North America,AI Experience Engineer,"Charlotte, NC (On-site)",https://www.linkedin.com/jobs/view/4447079400/,https://www.linkedin.com/jobs/view/4447079400/,linkedin,2026-08-23,,,open,,,,,,,,,,,,linkedin logged-in sweep 2026-08-23 past-week US; 5 company alumni,,,,ntt_data_north_america,4447079400,,,,L3/L4 index-only,LOW_PRIORITY,28.1,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.8['gt_alumni'] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,Cashera,Senior Data Scientist,"North Miami Beach, FL (Remote)",/jobs/view/4457178493/,/jobs/view/4457178493/,l2_recommended,2026-08-25,,,open,,,,,,,,,,,,"l2_recommended; recommendation_rank=3; flags=senior_soft,thin_jd",,,,cashera,,,,,L3/L4 index-only,LOW_PRIORITY,27.8,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=2.0 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,HORMUNITY,"MD, NP","Zephyr Cove, NV (Remote)",/jobs/view/4409738913/,/jobs/view/4409738913/,l2_recommended,2026-08-25,,,open,,,,,,,,,,,,l2_recommended; recommendation_rank=10; flags=thin_jd,,,,hormunity,,,,,L3/L4 index-only,LOW_PRIORITY,27.8,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=2.0 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,Turing,Remote Software Engineer - Rust,"Boston, MA (Remote)",/jobs/view/4457181466/,/jobs/view/4457181466/,l2_recommended,2026-08-25,,,open,,,,,,,,,,,,l2_recommended; recommendation_rank=1; flags=thin_jd,,,,turing,,,,,L3/L4 index-only,LOW_PRIORITY,27.8,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=2.0 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
navierre_artificial_intelligence_engineer_4417162348,Navierre,Artificial Intelligence Engineer,"Montvale, NJ (Hybrid)",https://www.linkedin.com/jobs/view/4417162348/,https://www.linkedin.com/jobs/view/4417162348/,linkedin,2026-08-23,,,open,,,,,,,,,,,,linkedin logged-in sweep 2026-08-23 past-week US; salary $100K/yr,,,,navierre,4417162348,,,,L3/L4 index-only,LOW_PRIORITY,27.3,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,Northwest Eye Center,Optometrist,"Woodstock, IL (On-site)",/jobs/view/4456892397/,/jobs/view/4456892397/,l2_recommended,2026-08-25,,,open,,,,,,,,,,,,l2_recommended; recommendation_rank=5; flags=thin_jd,,,,northwest_eye_center,,,,,L3/L4 index-only,LOW_PRIORITY,27.3,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,Insight Global,Virtual Reality Specialist,"Austin, Texas Metropolitan Area (On-site)",/jobs/view/4457161557/,/jobs/view/4457161557/,l2_recommended,2026-08-25,,,open,,,,,,,,,,,,l2_recommended; recommendation_rank=6; flags=thin_jd,,,,insight_global,,,,,L3/L4 index-only,LOW_PRIORITY,27.3,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,Compunnel Inc.,Microsoft Dataverse & Power Apps Developer -- KUMDC5877719,"Blythewood, SC (Hybrid)",/jobs/view/4458270745/,/jobs/view/4458270745/,l2_recommended,2026-08-25,,,open,,,,,,,,,,,,l2_recommended; recommendation_rank=11; flags=thin_jd,,,,compunnel_inc,,,,,L3/L4 index-only,LOW_PRIORITY,27.3,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,Sapien,Founding Engineer,"Los Angeles, CA (On-site)",/jobs/view/4456280503/,/jobs/view/4456280503/,l2_recommended,2026-08-25,,,open,,,,,,,,,,,,l2_recommended; recommendation_rank=5; flags=thin_jd,,,,sapien,,,,,L3/L4 index-only,LOW_PRIORITY,27.3,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,Assessor Jeff Prang,"Special Assistant, Field Deputy","Los Angeles, CA (On-site)",/jobs/view/4457167173/,/jobs/view/4457167173/,l2_recommended,2026-08-25,,,open,,,,,,,,,,,,l2_recommended; recommendation_rank=6; flags=thin_jd,,,,assessor_jeff_prang,,,,,L3/L4 index-only,LOW_PRIORITY,27.3,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,CSMi Solutions,Senior Mechanical Design Engineer - Product Development,"Stoughton, MA (On-site)",/jobs/view/4457177099/,/jobs/view/4457177099/,l2_recommended,2026-08-25,,,open,,,,,,,,,,,,"l2_recommended; recommendation_rank=8; flags=senior_soft,thin_jd",,,,csmi_solutions,,,,,L3/L4 index-only,LOW_PRIORITY,27.3,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,LOZIER INC.,Assistant Resident Engineer,"Queens, NY (On-site)",/jobs/view/4457115918/,/jobs/view/4457115918/,l2_recommended,2026-08-25,,,open,,,,,,,,,,,,l2_recommended; recommendation_rank=2; flags=thin_jd,,,,lozier_inc,,,,,L3/L4 index-only,LOW_PRIORITY,27.3,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
,INNOVEYANCE,CAD Operator,"Mitchell, IN (On-site)",/jobs/view/4457131667/,/jobs/view/4457131667/,l2_recommended,2026-08-25,,,open,,,,,,,,,,,,l2_recommended; recommendation_rank=4; flags=thin_jd,,,,innoveyance,,,,,L3/L4 index-only,LOW_PRIORITY,27.3,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
applied_scientist_senior_4329738933,"Applied Scientist,",Senior,"Document Understanding Thomson Reuters Eagan, MN (",https://www.linkedin.com/jobs/view/4329738933/,https://www.linkedin.com/jobs/view/4329738933/,linkedin,2026-08-26,,,open,,,,,,,,,,,,linkedin cron sweep 2026-08-26 past-week/24h US guest-api+logged-in;,,,,applied_scientist,4329738933,,,,L3/L4 index-only,LOW_PRIORITY,27.3,fit=4.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0,low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-09-06,,,,,,,,,,,,,,,,thin_jd;date_posted unknown;visa sponsorship unverified;description_file pointer empty
